Gen;Location;Block;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Sedimentation;Falling_number;Crude_protein
BRISONr_49;QLB;B1;66.00;51.35;356.88;1053.60;26.51;25.57;568.00;48.00;391.00;14.94
BRISONr_50;QLB;B1;71.00;44.00;321.20;1061.04;29.87;29.30;616.00;55.00;268.00;16.32
BRISONr_51;QLB;B1;63.00;42.93;251.68;717.28;34.66;33.13;516.00;49.00;88.00;15.26
BRISONr_52;QLB;B1;62.00;49.78;381.28;1093.84;23.93;28.67;572.00;44.00;417.00;15.09
BRISONr_53;QLB;B1;60.00;51.55;284.16;776.72;31.28;32.40;656.00;50.00;127.00;15.29
BRISONr_54;QLB;B1;65.00;54.85;426.24;1142.08;29.82;31.77;604.00;46.00;359.00;15.13
BRISONr_55;QLB;B1;69.00;52.10;389.68;1257.76;27.84;28.53;600.00;53.00;358.00;15.12
BRISONr_56;QLB;B1;61.00;43.66;246.24;840.88;31.05;30.00;588.00;49.00;160.00;15.65
BRISONr_57;QLB;B1;64.00;44.60;305.52;1049.76;29.15;31.53;492.00;47.00;413.00;11.55
BRISONr_58;QLB;B1;67.00;54.53;333.84;998.72;31.79;32.77;628.00;43.00;366.00;11.69
BRISONr_59;QLB;B1;55.00;45.18;352.56;1125.60;33.34;32.20;532.00;50.00;383.00;14.65
BRISONr_60;QLB;B1;66.00;47.40;274.08;828.72;29.50;33.30;544.00;57.00;236.00;15.86
BRISONr_61;QLB;B1;67.00;52.86;246.72;936.40;28.58;31.10;608.00;52.00;283.00;15.94
BRISONr_62;QLB;B1;68.00;48.17;351.20;1017.04;30.62;33.70;424.00;44.00;290.00;14.22
BRISONr_63;QLB;B1;55.00;43.86;267.44;807.44;32.31;32.57;440.00;47.00;276.00;16.15
BRISONr_64;QLB;B1;63.00;47.55;264.80;784.32;31.91;33.33;460.00;53.00;422.00;15.06
BRISONr_65;QLB;B1;70.00;48.71;301.76;1044.56;31.30;32.33;604.00;42.00;345.00;15.27
BRISONr_66;QLB;B1;63.00;53.65;378.48;1070.88;30.42;33.90;656.00;52.00;332.00;15.18
BRISONr_67;QLB;B1;64.00;46.15;292.08;835.84;27.89;27.80;572.00;33.00;143.00;14.50
BRISONr_68;QLB;B1;62.00;48.18;379.92;1135.68;29.95;31.27;576.00;44.00;224.00;14.94
BRISONr_69;QLB;B1;70.00;51.90;268.88;845.68;29.95;30.33;636.00;37.00;203.00;15.44
BRISONr_70;QLB;B1;62.00;42.32;155.44;594.96;31.07;29.20;528.00;53.00;428.00;15.63
BRISONr_71;QLB;B1;66.00;54.42;287.36;845.76;31.50;30.10;552.00;51.00;320.00;15.77
BRISONr_72;QLB;B1;73.00;62.81;499.76;1502.08;25.97;26.20;556.00;47.00;247.00;14.69
BRISONr_73;QLB;B1;67.00;51.38;257.28;924.88;29.44;30.17;644.00;44.00;266.00;14.28
BRISONr_74;QLB;B1;55.00;41.57;312.48;1096.40;25.71;27.00;572.00;46.00;419.00;15.74
BRISONr_75;QLB;B1;71.00;56.75;362.56;1049.36;28.32;29.50;632.00;53.00;206.00;15.74
BRISONr_76;QLB;B1;65.00;42.36;266.80;905.12;32.68;32.57;476.00;52.00;379.00;14.94
BRISONr_77;QLB;B1;74.00;48.46;272.56;784.24;30.42;31.90;560.00;51.00;343.00;14.85
BRISONr_78;QLB;B1;66.00;51.47;306.08;913.44;29.09;32.10;728.00;52.00;167.00;15.54
BRISONr_79;QLB;B1;75.00;55.37;352.56;1127.04;25.89;27.77;500.00;45.00;415.00;15.28
BRISONr_80;QLB;B1;71.00;48.68;320.48;969.60;32.53;33.23;484.00;33.00;268.00;14.61
BRISONr_81;QLB;B1;61.00;47.58;352.64;1039.36;31.42;31.83;560.00;52.00;184.00;16.08
BRISONr_82;QLB;B1;69.00;56.52;263.60;790.96;23.37;23.77;656.00;57.00;458.00;16.29
BRISONr_83;QLB;B1;79.00;58.40;372.80;1216.96;31.16;32.53;532.00;53.00;202.00;15.45
BRISONr_84;QLB;B1;61.00;41.87;222.16;731.44;30.10;31.43;508.00;35.00;189.00;15.35
BRISONr_85;QLB;B1;58.00;47.10;209.92;673.92;30.85;30.30;472.00;49.00;64.00;16.06
BRISONr_86;QLB;B1;55.00;43.64;289.28;883.76;29.50;30.07;456.00;34.00;64.00;15.22
BRISONr_87;QLB;B1;72.00;49.32;287.52;948.56;31.48;34.47;496.00;35.00;336.00;14.85
BRISONr_88;QLB;B1;61.00;49.58;380.88;1142.80;30.53;30.60;696.00;54.00;374.00;16.02
BRISONr_89;QLB;B1;62.00;50.10;312.16;999.04;31.30;32.33;608.00;30.00;337.00;16.04
BRISONr_90;QLB;B1;66.00;45.08;294.56;1069.92;29.18;31.57;620.00;54.00;338.00;16.44
BRISONr_91;QLB;B1;68.00;52.68;342.24;990.48;29.67;31.07;368.00;50.00;401.00;15.82
BRISONr_92;QLB;B1;61.00;43.64;363.84;1149.68;30.50;29.93;644.00;35.00;376.00;14.56
BRISONr_93;QLB;B1;65.00;48.49;335.84;1040.80;29.35;30.93;608.00;48.00;307.00;15.93
BRISONr_94;QLB;B1;65.00;41.76;287.76;995.44;22.64;21.73;752.00;36.00;172.00;16.43
BRISONr_95;QLB;B1;67.00;48.17;309.12;1076.00;27.67;25.50;696.00;45.00;179.00;15.72
BRISONr_96;QLB;B1;61.00;47.55;375.76;1090.08;29.33;31.63;496.00;43.00;338.00;15.63
BRISONr_97;QLB;B1;69.00;53.13;280.08;867.92;28.90;29.20;444.00;39.00;214.00;15.29
BRISONr_98;QLB;B1;79.00;38.42;268.96;977.60;28.87;26.27;492.00;57.00;313.00;16.71
BRISONr_99;QLB;B1;85.00;58.17;356.32;1019.60;35.17;39.10;612.00;54.00;152.00;15.72
BRISONr_100;QLB;B1;73.00;50.62;379.92;1112.00;29.99;31.33;672.00;54.00;234.00;16.73
BRISONr_101;QLB;B1;61.00;44.03;287.52;810.72;34.12;36.33;584.00;59.00;276.00;16.97
BRISONr_102;QLB;B1;63.00;40.30;246.40;815.20;31.22;33.17;612.00;57.00;295.00;16.43
BRISONr_103;QLB;B1;65.00;47.49;276.80;887.44;28.58;27.63;532.00;56.00;100.00;15.72
BRISONr_104;QLB;B1;70.00;51.78;360.64;1141.76;29.18;29.70;696.00;50.00;168.00;16.46
BRISONr_105;QLB;B1;61.00;52.64;331.60;992.48;30.47;29.80;456.00;49.00;236.00;14.95
BRISONr_106;QLB;B1;70.00;52.63;356.56;1107.92;33.34;37.57;448.00;32.00;125.00;14.37
BRISONr_107;QLB;B1;63.00;47.11;238.32;836.72;32.65;29.17;484.00;50.00;279.00;14.86
BRISONr_108;QLB;B1;73.00;51.22;239.92;882.24;34.31;31.87;660.00;38.00;185.00;15.56
BRISONr_109;QLB;B1;59.00;38.21;268.96;1017.52;30.68;32.97;484.00;61.00;366.00;17.14
BRISONr_110;QLB;B1;53.00;36.50;242.16;793.76;33.71;31.80;492.00;55.00;214.00;16.10
BRISONr_111;QLB;B1;61.00;48.43;260.96;875.60;28.44;29.00;524.00;58.00;387.00;15.97
BRISONr_112;QLB;B1;72.00;48.94;269.76;961.12;34.37;32.70;456.00;53.00;370.00;16.18
BRISONr_113;QLB;B1;61.00;42.45;244.80;768.08;29.24;30.83;528.00;56.00;518.00;15.28
BRISONr_114;QLB;B1;57.00;39.90;257.44;1120.00;31.24;31.90;404.00;40.00;188.00;16.70
BRISONr_115;QLB;B1;63.00;44.72;319.20;1034.64;28.75;29.80;492.00;37.00;426.00;14.65
BRISONr_116;QLB;B1;69.00;56.65;344.48;1340.00;29.56;28.90;664.00;47.00;365.00;15.21
BRISONr_117;QLB;B1;65.00;49.37;398.48;1349.68;32.45;32.07;656.00;56.00;321.00;15.76
BRISONr_118;QLB;B1;65.00;49.11;358.88;996.24;33.43;34.97;492.00;52.00;213.00;15.54
BRISONr_119;QLB;B1;72.00;49.44;326.56;1069.20;28.66;28.20;436.00;53.00;460.00;16.09
BRISONr_120;QLB;B1;63.00;42.07;270.88;944.80;33.22;30.20;452.00;55.00;162.00;17.40
BRISONr_121;QLB;B1;63.00;35.66;294.32;1132.64;31.54;31.53;576.00;60.00;132.00;16.17
BRISONr_122;QLB;B1;64.00;51.27;265.36;968.32;27.26;28.03;640.00;55.00;345.00;15.96
BRISONr_123;QLB;B1;50.00;37.23;249.84;894.80;21.22;24.93;604.00;38.00;339.00;16.21
BRISONr_124;QLB;B1;57.00;46.10;330.64;1193.20;28.47;28.77;584.00;59.00;78.00;16.55
BRISONr_125;QLB;B1;60.00;45.50;403.04;1225.60;27.15;28.87;624.00;57.00;142.00;14.81
BRISONr_126;QLB;B1;70.00;43.96;298.08;1160.80;29.07;28.60;640.00;57.00;438.00;17.31
BRISONr_127;QLB;B1;63.00;36.35;303.92;1035.60;31.36;32.30;580.00;39.00;194.00;15.28
BRISONr_128;QLB;B1;79.00;54.21;408.56;1344.56;30.73;31.17;508.00;32.00;393.00;14.30
BRISONr_129;QLB;B1;63.00;50.04;418.56;1251.68;27.49;29.87;592.00;54.00;305.00;16.67
BRISONr_130;QLB;B1;61.00;35.70;229.44;888.88;32.19;32.37;496.00;42.00;271.00;15.60
BRISONr_131;QLB;B1;64.00;38.00;293.84;1023.52;32.40;31.77;572.00;44.00;158.00;15.87
BRISONr_132;QLB;B1;69.00;46.13;380.00;1247.36;24.77;27.37;608.00;51.00;318.00;16.15
BRISONr_133;QLB;B1;72.00;49.26;432.88;1662.80;24.14;24.20;728.00;64.00;244.00;17.19
BRISONr_134;QLB;B1;77.00;53.85;494.24;1518.16;29.24;31.07;688.00;55.00;447.00;15.92
BRISONr_135;QLB;B1;62.00;37.43;266.56;1150.24;32.10;30.93;524.00;60.00;226.00;17.11
BRISONr_136;QLB;B1;67.00;51.23;406.08;1324.08;33.20;32.47;716.00;50.00;311.00;15.76
BRISONr_137;QLB;B1;53.00;38.06;291.76;1036.96;27.29;29.80;540.00;49.00;213.00;16.74
BRISONr_138;QLB;B1;64.00;39.58;266.16;950.88;29.67;29.97;652.00;61.00;286.00;16.72
BRISONr_139;QLB;B1;65.00;35.81;303.04;946.96;29.73;32.17;564.00;47.00;224.00;16.81
BRISONr_140;QLB;B1;68.00;31.43;230.48;926.16;33.02;32.77;552.00;43.00;174.00;16.97
BRISONr_141;QLB;B1;83.00;52.10;567.04;1673.28;36.55;39.40;604.00;54.00;277.00;15.38
BRISONr_142;QLB;B1;71.00;42.16;348.08;1324.32;33.88;36.77;548.00;57.00;212.00;15.76
BRISONr_143;QLB;B1;70.00;46.04;363.20;1183.68;34.55;37.80;568.00;57.00;319.00;16.00
BRISONr_144;QLB;B1;84.00;50.75;314.72;1150.56;30.93;29.13;676.00;41.00;156.00;15.33
BRISONr_145;QLB;B1;76.00;52.62;319.20;1336.72;31.50;30.60;592.00;60.00;445.00;16.71
BRISONr_146;QLB;B1;86.00;55.71;445.60;1416.88;34.72;36.73;544.00;59.00;254.00;15.69
BRISONr_147;QLB;B1;70.00;47.87;340.00;1251.52;32.62;33.53;648.00;55.00;309.00;14.83
BRISONr_148;QLB;B1;64.00;46.90;395.44;1202.00;36.06;39.80;684.00;55.00;308.00;15.38
BRISONr_149;QLB;B1;64.00;43.14;312.96;1216.88;28.92;29.77;524.00;62.00;324.00;16.44
BRISONr_150;QLB;B1;65.00;36.36;274.72;1105.68;29.78;33.70;520.00;47.00;368.00;15.76
BRISONr_151;QLB;B1;72.00;48.12;339.52;1296.24;30.10;29.67;480.00;55.00;397.00;16.12
BRISONr_152;QLB;B1;63.00;36.36;193.12;944.08;29.01;27.93;532.00;38.00;179.00;15.60
BRISONr_153;QLB;B1;70.00;33.56;380.24;1474.08;29.41;34.77;516.00;57.00;62.00;16.74
BRISONr_154;QLB;B1;65.00;45.09;336.00;1195.52;29.90;31.57;624.00;59.00;547.00;16.27
BRISONr_155;QLB;B1;65.00;39.36;270.88;1099.04;34.08;34.23;532.00;59.00;312.00;16.40
BRISONr_156;QLB;B1;97.00;53.31;391.04;1691.68;24.19;23.97;776.00;65.00;405.00;17.81
BRISONr_157;QLB;B1;71.00;49.45;383.20;1443.52;28.87;32.73;460.00;57.00;203.00;16.13
BRISONr_158;QLB;B1;66.00;36.68;224.88;1027.04;28.23;28.63;536.00;43.00;286.00;17.21
BRISONr_159;QLB;B1;75.00;48.26;418.00;1516.56;29.07;28.13;568.00;40.00;347.00;15.69
BRISONr_160;QLB;B1;70.00;49.27;343.04;1347.04;30.07;29.10;544.00;55.00;303.00;15.66
BRISONr_161;QLB;B1;60.00;33.95;247.68;1018.16;28.55;27.27;556.00;57.00;210.00;16.35
BRISONr_162;QLB;B1;61.00;43.58;325.44;1260.64;27.75;26.50;588.00;48.00;254.00;16.80
BRISONr_163;QLB;B1;60.00;34.06;263.76;1003.12;33.11;31.73;468.00;41.00;239.00;16.24
BRISONr_164;QLB;B1;67.00;47.75;399.12;1224.64;31.54;31.83;508.00;43.00;296.00;17.76
BRISONr_165;QLB;B1;66.00;41.73;301.20;1029.76;30.27;28.27;552.00;56.00;209.00;16.40
BRISONr_166;QLB;B1;68.00;40.26;308.48;1106.80;32.85;32.37;576.00;40.00;213.00;15.15
BRISONr_167;QLB;B1;84.00;35.10;267.28;1235.36;32.65;32.13;528.00;63.00;238.00;17.81
BRISONr_168;QLB;B1;83.00;40.55;318.16;1350.48;30.81;28.97;532.00;46.00;403.00;16.35
BRISONr_169;QLB;B1;66.00;40.17;306.72;1079.52;30.99;33.73;604.00;41.00;91.00;16.21
BRISONr_170;QLB;B1;84.00;53.66;489.76;1534.56;18.09;17.33;780.00;55.00;118.00;15.80
BRISONr_171;QLB;B1;87.00;48.69;338.32;1082.24;26.83;30.40;696.00;39.00;134.00;15.09
BRISONr_172;QLB;B1;96.00;41.69;301.76;1099.36;29.27;31.87;508.00;41.00;450.00;14.01
BRISONr_173;QLB;B1;86.00;43.79;313.44;1245.12;31.82;32.60;524.00;41.00;109.00;16.24
BRISONr_174;QLB;B1;98.00;40.01;301.60;1269.12;31.13;31.53;572.00;39.00;260.00;15.41
BRISONr_175;QLB;B1;72.00;42.60;321.60;1095.04;32.40;33.83;628.00;31.00;425.00;15.00
BRISONr_176;QLB;B1;94.00;52.95;357.36;1393.68;30.16;25.53;644.00;51.00;235.00;16.18
BRISONr_177;QLB;B1;64.00;58.65;461.44;1437.12;35.00;31.87;680.00;48.00;214.00;14.18
BRISONr_178;QLB;B1;53.00;50.06;332.48;1107.36;30.79;30.20;588.00;52.00;502.00;15.48
BRISONr_179;QLB;B1;55.00;49.51;354.80;1163.52;26.98;26.93;708.00;52.00;168.00;15.61
BRISONr_180;QLB;B1;67.00;59.77;436.16;1350.40;30.50;30.90;676.00;58.00;475.00;15.76
BRISONr_181;QLB;B1;68.00;63.22;432.32;1408.08;27.63;28.00;688.00;39.00;373.00;14.48
BRISONr_182;QLB;B1;60.00;48.23;360.72;1031.28;30.38;35.17;704.00;57.00;146.00;15.29
BRISONr_183;QLB;B1;58.00;55.20;521.60;1497.44;26.63;28.33;736.00;55.00;489.00;14.52
BRISONr_184;QLB;B1;77.00;60.36;441.04;1262.08;32.02;31.50;592.00;56.00;181.00;13.87
BRISONr_185;QLB;B1;70.00;71.61;584.16;1682.88;30.25;31.87;576.00;46.00;209.00;14.15
BRISONr_186;QLB;B1;45.00;53.27;309.60;766.00;29.44;28.67;624.00;42.00;174.00;14.85
BRISONr_187;QLB;B1;84.00;52.26;399.76;1452.40;27.24;23.70;656.00;50.00;438.00;14.70
BRISONr_188;QLB;B1;64.00;49.88;377.52;1154.80;33.28;29.77;512.00;48.00;317.00;16.41
BRISONr_189;QLB;B1;63.00;52.43;423.84;1256.72;25.77;25.30;704.00;54.00;499.00;16.35
BRISONr_190;QLB;B1;60.00;42.71;362.24;1038.80;30.27;31.60;568.00;36.00;198.00;14.92
BRISONr_191;QLB;B1;65.00;54.51;407.20;1260.08;29.09;26.37;628.00;52.00;194.00;14.78
BRISONr_192;QLB;B1;55.00;40.54;392.88;1286.48;26.06;28.27;716.00;45.00;155.00;15.61
BRISONr_193;QLB;B1;73.00;46.83;433.92;1466.72;26.43;27.87;736.00;51.00;110.00;15.58
BRISONr_194;QLB;B1;62.00;47.17;367.12;1119.52;32.08;33.40;596.00;52.00;234.00;14.99
BRISONr_195;QLB;B1;66.00;47.65;361.52;1127.20;35.95;35.47;592.00;50.00;149.00;16.37
BRISONr_196;QLB;B1;61.00;61.03;384.08;1147.68;32.51;34.93;656.00;49.00;62.00;13.57
BRISONr_197;QLB;B1;72.00;53.59;403.28;1352.08;35.09;35.17;696.00;58.00;71.00;14.63
BRISONr_198;QLB;B1;84.00;58.12;472.08;1529.92;31.02;30.47;612.00;40.00;62.00;15.28
BRISONr_199;QLB;B1;69.00;54.51;428.00;1312.40;24.60;23.80;592.00;49.00;173.00;15.44
BRISONr_200;QLB;B1;68.00;50.95;331.84;915.36;32.28;33.23;536.00;49.00;408.00;14.71
BRISONr_201;QLB;B1;63.00;48.92;300.24;992.80;28.87;27.47;568.00;34.00;117.00;15.72
BRISONr_202;QLB;B1;70.00;56.60;479.12;1579.36;28.87;30.13;576.00;53.00;117.00;15.14
BRISONr_203;QLB;B1;68.00;56.48;424.64;1288.88;32.88;29.00;420.00;50.00;214.00;14.33
BRISONr_204;QLB;B1;61.00;54.72;386.00;1133.44;27.58;26.20;700.00;43.00;300.00;14.10
BRISONr_205;QLB;B1;67.00;43.40;344.00;1065.44;24.31;24.13;532.00;47.00;83.00;13.86
BRISONr_206;QLB;B1;73.00;55.11;413.84;1333.60;33.00;31.67;;49.00;265.00;13.25
BRISONr_207;QLB;B1;74.00;55.73;471.52;1501.28;29.94;31.50;664.00;52.00;297.00;15.74
BRISONr_208;QLB;B1;72.00;52.87;395.04;1254.40;32.14;34.70;544.00;59.00;270.00;16.33
BRISONr_209;QLB;B1;81.00;54.87;424.00;1354.88;25.26;26.53;528.00;56.00;389.00;15.30
BRISONr_210;QLB;B1;67.00;54.60;460.80;1258.16;48.53;43.93;724.00;55.00;119.00;15.11
BRISONr_211;QLB;B1;65.00;44.69;340.64;974.56;27.49;26.20;532.00;49.00;184.00;14.65
BRISONr_212;QLB;B1;78.00;57.60;446.16;1514.16;31.59;31.40;708.00;37.00;437.00;14.53
BRISONr_213;QLB;B1;69.00;53.70;315.36;1000.72;35.95;33.97;592.00;48.00;244.00;14.19
BRISONr_214;QLB;B1;62.00;53.05;428.08;1256.48;29.21;32.83;612.00;49.00;187.00;15.14
BRISONr_215;QLB;B1;76.00;59.85;435.20;1307.68;33.11;31.27;556.00;39.00;233.00;14.73
BRISONr_216;QLB;B1;70.00;51.82;413.52;1468.64;27.15;25.57;684.00;41.00;125.00;15.10
BRISONr_217;QLB;B1;63.00;48.50;340.96;1081.92;26.55;28.10;732.00;42.00;255.00;14.19
BRISONr_218;QLB;B1;70.00;57.03;388.00;1152.00;27.75;26.10;596.00;44.00;203.00;14.64
BRISONr_219;QLB;B1;62.00;44.57;333.84;1250.16;23.76;21.93;340.00;56.00;137.00;17.14
BRISONr_220;QLB;B1;56.00;44.55;317.92;950.32;34.37;32.20;696.00;35.00;126.00;13.59
BRISONr_1;QLB;B2;64.00;60.04;459.52;1286.80;31.36;31.80;532.00;46.00;309.00;14.56
BRISONr_2;QLB;B2;59.00;51.51;435.36;1034.88;27.09;31.57;640.00;43.00;103.00;15.28
BRISONr_3;QLB;B2;70.00;44.85;358.24;1024.72;32.25;33.33;524.00;45.00;238.00;15.91
BRISONr_4;QLB;B2;75.00;55.90;445.28;1488.40;25.05;26.30;620.00;35.00;111.00;16.29
BRISONr_5;QLB;B2;71.00;61.01;405.20;1188.08;35.49;31.03;572.00;46.00;466.00;15.95
BRISONr_6;QLB;B2;70.00;40.97;266.80;894.16;28.44;29.77;644.00;51.00;268.00;15.25
BRISONr_7;QLB;B2;79.00;59.20;432.00;1212.00;29.33;30.63;652.00;39.00;191.00;13.57
BRISONr_8;QLB;B2;82.00;43.13;348.08;1036.96;30.27;31.43;504.00;31.00;141.00;15.37
BRISONr_9;QLB;B2;74.00;45.77;395.28;1190.16;29.01;32.90;584.00;52.00;537.00;13.81
BRISONr_10;QLB;B2;72.00;51.04;396.96;1178.40;25.89;26.73;528.00;49.00;381.00;14.60
BRISONr_11;QLB;B2;80.00;48.78;358.48;1146.24;28.84;30.27;0.00;50.00;351.00;12.32
BRISONr_12;QLB;B2;75.00;48.43;441.92;1358.64;35.15;38.03;608.00;52.00;394.00;15.62
BRISONr_13;QLB;B2;77.00;50.98;376.64;1176.80;28.01;31.70;572.00;48.00;158.00;14.49
BRISONr_14;QLB;B2;70.00;49.79;421.92;1193.60;32.65;33.73;504.00;43.00;404.00;15.50
BRISONr_15;QLB;B2;59.00;34.14;253.04;1154.64;30.56;34.80;644.00;42.00;165.00;15.56
BRISONr_16;QLB;B2;70.00;43.45;347.92;934.56;31.30;35.67;520.00;30.00;287.00;14.43
BRISONr_17;QLB;B2;71.00;40.86;391.12;917.60;33.02;35.00;524.00;41.00;326.00;13.55
BRISONr_18;QLB;B2;83.00;46.58;307.84;990.24;34.37;37.67;560.00;42.00;271.00;14.37
BRISONr_19;QLB;B2;78.00;44.25;306.16;1002.48;31.79;32.13;724.00;54.00;333.00;15.94
BRISONr_20;QLB;B2;73.00;37.86;290.56;793.20;31.48;32.73;504.00;45.00;228.00;15.09
BRISONr_21;QLB;B2;60.00;48.78;303.60;966.88;29.21;28.70;624.00;50.00;337.00;14.57
BRISONr_22;QLB;B2;74.00;48.51;421.92;1323.52;26.83;27.37;652.00;42.00;230.00;15.88
BRISONr_23;QLB;B2;74.00;50.87;392.64;1343.20;34.06;35.47;644.00;54.00;226.00;14.55
BRISONr_24;QLB;B2;78.00;56.03;419.84;1338.40;29.35;28.27;632.00;50.00;124.00;15.18
BRISONr_25;QLB;B2;83.00;53.40;477.36;1419.60;33.14;34.73;544.00;58.00;449.00;15.08
BRISONr_26;QLB;B2;96.00;50.07;385.60;1117.60;36.83;37.47;552.00;46.00;441.00;15.61
BRISONr_27;QLB;B2;78.00;38.84;247.04;991.92;29.01;30.43;484.00;40.00;230.00;15.36
BRISONr_28;QLB;B2;71.00;46.83;280.40;818.72;24.19;25.40;652.00;32.00;65.00;14.94
BRISONr_29;QLB;B2;63.00;42.54;383.04;1087.04;35.41;36.97;568.00;41.00;62.00;14.35
BRISONr_30;QLB;B2;77.00;48.29;403.28;1307.92;29.39;28.57;524.00;53.00;304.00;15.44
BRISONr_31;QLB;B2;67.00;49.53;400.80;1156.56;32.91;34.80;484.00;50.00;318.00;14.56
BRISONr_32;QLB;B2;78.00;49.80;412.16;1260.40;33.34;35.73;584.00;44.00;106.00;14.92
BRISONr_33;QLB;B2;77.00;57.02;449.28;1389.60;28.64;31.00;560.00;35.00;142.00;15.32
BRISONr_34;QLB;B2;83.00;54.87;376.64;1251.28;31.85;32.13;860.00;55.00;346.00;16.47
BRISONr_35;QLB;B2;79.00;52.21;363.28;983.68;33.65;34.33;460.00;51.00;196.00;14.80
BRISONr_36;QLB;B2;77.00;47.87;365.44;1089.92;31.82;32.47;832.00;48.00;323.00;14.99
BRISONr_37;QLB;B2;88.00;38.07;309.12;974.72;27.95;29.07;512.00;50.00;479.00;15.99
BRISONr_38;QLB;B2;82.00;42.88;309.84;983.44;28.87;31.90;528.00;54.00;473.00;14.95
BRISONr_39;QLB;B2;78.00;55.72;419.52;1212.64;33.17;34.30;504.00;54.00;331.00;15.16
BRISONr_40;QLB;B2;92.00;41.57;352.56;1182.00;34.74;35.00;524.00;39.00;245.00;14.52
BRISONr_41;QLB;B2;74.00;45.79;346.00;1130.96;29.01;31.97;668.00;50.00;246.00;14.23
BRISONr_42;QLB;B2;82.00;61.57;388.24;1079.76;28.15;30.63;580.00;42.00;83.00;14.37
BRISONr_43;QLB;B2;77.00;42.82;283.84;786.96;30.25;33.70;484.00;36.00;208.00;15.50
BRISONr_44;QLB;B2;80.00;51.24;373.36;1176.24;34.08;35.30;564.00;38.00;238.00;14.09
BRISONr_45;QLB;B2;80.00;53.88;447.92;1344.64;32.68;32.57;472.00;42.00;306.00;14.58
BRISONr_46;QLB;B2;81.00;52.79;431.52;1485.12;31.56;32.63;524.00;43.00;356.00;16.36
BRISONr_47;QLB;B2;83.00;49.41;303.76;931.76;29.90;32.00;684.00;52.00;464.00;15.13
BRISONr_48;QLB;B2;80.00;45.78;309.12;930.88;31.28;34.67;584.00;43.00;207.00;15.14
BRISONr_49;QLB;B2;76.00;57.91;400.88;1191.28;28.66;28.80;604.00;49.00;421.00;15.97
BRISONr_50;QLB;B2;81.00;49.96;379.52;1230.00;34.23;35.57;500.00;46.00;287.00;15.08
BRISONr_51;QLB;B2;87.00;41.12;304.08;951.44;35.54;31.87;336.00;47.00;129.00;15.88
BRISONr_52;QLB;B2;82.00;48.37;339.36;1169.04;26.55;26.07;584.00;48.00;431.00;15.77
BRISONr_53;QLB;B2;75.00;49.79;398.00;1229.60;30.79;32.27;452.00;51.00;131.00;15.55
BRISONr_54;QLB;B2;90.00;45.73;414.24;1329.52;33.17;31.50;432.00;50.00;376.00;14.32
BRISONr_55;QLB;B2;79.00;50.15;306.80;978.24;28.15;30.43;536.00;52.00;368.00;14.94
BRISONr_56;QLB;B2;78.00;49.43;377.36;1275.44;29.76;30.20;460.00;49.00;159.00;11.81
BRISONr_57;QLB;B2;89.00;49.46;336.48;1161.68;30.85;34.07;644.00;48.00;417.00;15.10
BRISONr_58;QLB;B2;82.00;42.11;335.60;1186.56;31.82;31.17;520.00;43.00;275.00;11.71
BRISONr_59;QLB;B2;75.00;42.70;325.68;1015.36;29.56;32.57;704.00;47.00;410.00;11.67
BRISONr_60;QLB;B2;91.00;49.10;292.48;924.00;31.33;33.73;592.00;52.00;283.00;15.50
BRISONr_61;QLB;B2;72.00;49.23;369.84;1154.96;38.01;36.53;568.00;41.00;261.00;11.05
BRISONr_62;QLB;B2;68.00;55.34;318.08;910.08;35.29;34.47;408.00;43.00;252.00;13.99
BRISONr_63;QLB;B2;70.00;46.56;274.48;1100.48;29.41;30.20;468.00;52.00;243.00;15.93
BRISONr_64;QLB;B2;76.00;35.04;239.84;845.68;31.93;36.40;476.00;50.00;369.00;14.31
BRISONr_65;QLB;B2;81.00;47.99;317.04;1032.16;33.28;35.00;516.00;44.00;287.00;15.64
BRISONr_66;QLB;B2;85.00;49.34;425.04;1016.80;30.44;34.93;492.00;53.00;346.00;15.16
BRISONr_67;QLB;B2;84.00;48.43;384.00;1091.84;30.76;31.53;572.00;33.00;180.00;14.65
BRISONr_68;QLB;B2;79.00;47.89;378.48;1214.00;28.18;30.43;472.00;45.00;230.00;14.62
BRISONr_69;QLB;B2;89.00;50.60;310.00;954.40;33.14;34.87;532.00;35.00;174.00;15.24
BRISONr_70;QLB;B2;81.00;43.81;327.44;1257.68;31.56;31.87;556.00;53.00;407.00;15.64
BRISONr_71;QLB;B2;92.00;49.63;368.08;1163.92;30.53;34.77;520.00;47.00;345.00;14.66
BRISONr_72;QLB;B2;82.00;55.66;391.76;1206.24;24.79;24.43;684.00;48.00;137.00;14.73
BRISONr_73;QLB;B2;72.00;49.85;380.08;1122.16;30.33;32.57;604.00;44.00;265.00;13.99
BRISONr_74;QLB;B2;88.00;48.29;388.72;1324.16;27.46;28.40;532.00;48.00;402.00;15.56
BRISONr_75;QLB;B2;90.00;45.53;350.16;1016.16;30.13;31.50;568.00;55.00;194.00;15.75
BRISONr_76;QLB;B2;94.00;38.31;188.00;711.92;32.48;34.33;500.00;51.00;492.00;15.03
BRISONr_77;QLB;B2;93.00;46.59;419.36;1261.68;32.42;34.57;608.00;52.00;342.00;14.78
