Gen;Location;Block;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Sedimentation;Falling_number;Crude_protein
BRISONr_109;QLB;B1;63.00;27.56;208.48;981.20;29.44;28.93;296.00;65.00;351.00;18.54
BRISONr_110;QLB;B1;64.00;34.89;219.04;760.56;31.62;27.80;472.00;56.00;261.00;17.60
BRISONr_111;QLB;B1;63.00;35.71;299.44;1081.52;30.04;28.37;340.00;60.00;279.00;17.75
BRISONr_112;QLB;B1;72.00;36.27;167.92;714.00;32.05;34.40;448.00;56.00;403.00;17.26
BRISONr_113;QLB;B1;69.00;43.00;253.84;898.16;28.53;27.27;592.00;59.00;437.00;17.40
BRISONr_114;QLB;B1;57.00;29.94;185.20;811.20;28.64;28.40;464.00;47.00;173.00;18.45
BRISONr_115;QLB;B1;70.00;44.13;290.40;929.04;25.97;28.13;496.00;41.00;340.00;16.11
BRISONr_116;QLB;B1;68.00;47.31;262.96;1183.68;30.07;26.03;656.00;52.00;371.00;16.64
BRISONr_117;QLB;B1;73.00;32.08;253.60;953.52;34.31;31.00;428.00;65.00;372.00;18.17
BRISONr_118;QLB;B1;72.00;42.58;401.52;1318.48;31.71;33.00;540.00;53.00;214.00;17.79
BRISONr_119;QLB;B1;71.00;44.90;255.20;790.16;31.97;26.77;484.00;57.00;549.00;17.49
BRISONr_120;QLB;B1;60.00;23.80;189.68;917.20;31.59;28.13;368.00;55.00;171.00;17.16
BRISONr_121;QLB;B1;70.00;29.61;196.32;854.32;30.07;28.63;444.00;61.00;175.00;17.82
BRISONr_122;QLB;B1;62.00;41.38;328.32;1233.12;29.15;31.03;344.00;58.00;337.00;18.02
BRISONr_123;QLB;B1;59.00;23.40;223.60;905.36;22.36;23.90;380.00;39.00;407.00;17.94
BRISONr_124;QLB;B1;65.00;41.77;283.76;1145.92;29.52;25.87;468.00;55.00;95.00;18.07
BRISONr_125;QLB;B1;60.00;34.24;289.04;1194.48;26.03;24.80;416.00;56.00;120.00;16.97
BRISONr_126;QLB;B1;70.00;35.20;302.24;1163.52;28.66;27.57;436.00;62.00;323.00;19.07
BRISONr_127;QLB;B1;82.00;39.91;311.12;1142.08;28.98;24.80;412.00;51.00;351.00;17.72
BRISONr_128;QLB;B1;78.00;41.41;275.84;1068.00;32.45;26.63;464.00;35.00;342.00;16.00
BRISONr_129;QLB;B1;62.00;41.15;354.48;1336.88;22.70;23.73;560.00;58.00;401.00;18.89
BRISONr_130;QLB;B1;66.00;28.37;228.08;1003.20;31.11;29.97;412.00;42.00;301.00;17.91
BRISONr_131;QLB;B1;62.00;24.81;158.88;887.60;30.50;30.17;228.00;45.00;186.00;17.34
BRISONr_132;QLB;B1;76.00;42.29;302.16;1105.44;26.94;23.90;576.00;54.00;399.00;17.69
BRISONr_133;QLB;B1;60.00;19.87;265.76;1026.96;26.51;26.93;664.00;65.00;231.00;19.13
BRISONr_134;QLB;B1;71.00;39.20;292.96;1135.92;29.33;28.03;588.00;58.00;434.00;17.58
BRISONr_135;QLB;B1;61.00;30.88;236.32;1176.00;31.11;32.90;448.00;58.00;226.00;17.94
BRISONr_136;QLB;B1;68.00;40.32;292.32;1161.20;32.16;32.10;604.00;54.00;314.00;16.57
BRISONr_137;QLB;B1;61.00;33.42;202.48;992.96;25.43;24.97;592.00;50.00;167.00;18.83
BRISONr_138;QLB;B1;77.00;35.88;255.76;1432.32;29.09;27.50;600.00;64.00;349.00;19.05
BRISONr_139;QLB;B1;75.00;33.90;280.08;1135.20;30.96;25.83;464.00;43.00;261.00;17.57
BRISONr_140;QLB;B1;79.00;32.43;295.44;1247.36;29.21;29.50;640.00;42.00;199.00;18.35
BRISONr_141;QLB;B1;92.00;41.95;340.24;1246.00;39.22;35.53;544.00;59.00;350.00;18.65
BRISONr_142;QLB;B1;83.00;45.53;318.32;1251.20;32.36;33.30;536.00;60.00;207.00;17.44
BRISONr_143;QLB;B1;75.00;43.10;300.96;1081.60;36.72;33.63;440.00;57.00;389.00;16.79
BRISONr_144;QLB;B1;72.00;38.24;239.52;912.64;31.76;33.30;488.00;48.00;80.00;17.28
BRISONr_145;QLB;B1;60.00;24.03;208.00;1070.88;30.56;30.17;356.00;66.00;373.00;19.41
BRISONr_146;QLB;B1;83.00;46.51;344.72;1376.40;35.72;34.43;536.00;64.00;225.00;18.22
BRISONr_147;QLB;B1;82.00;41.30;287.36;1206.80;30.50;28.70;720.00;64.00;287.00;17.87
BRISONr_148;QLB;B1;74.00;32.86;272.64;996.48;32.68;38.17;468.00;60.00;280.00;17.39
BRISONr_149;QLB;B1;66.00;32.13;276.24;1085.28;30.10;30.70;392.00;62.00;270.00;17.95
BRISONr_150;QLB;B1;72.00;28.90;277.76;1126.40;30.44;30.20;500.00;50.00;330.00;16.60
BRISONr_151;QLB;B1;70.00;36.05;349.04;1331.84;28.21;28.63;528.00;63.00;389.00;18.40
BRISONr_152;QLB;B1;69.00;24.08;200.96;1049.76;25.86;27.17;428.00;43.00;239.00;18.68
BRISONr_153;QLB;B1;60.00;28.83;186.64;840.24;28.87;31.53;408.00;61.00;62.00;18.23
BRISONr_154;QLB;B1;72.00;38.54;283.12;1080.96;28.58;29.17;540.00;62.00;492.00;17.68
BRISONr_155;QLB;B1;66.00;34.32;204.40;1066.00;29.70;29.13;356.00;60.00;270.00;17.84
BRISONr_156;QLB;B1;85.00;32.07;253.68;1260.56;24.14;22.70;552.00;69.00;370.00;18.10
BRISONr_157;QLB;B1;66.00;30.02;226.56;1161.12;28.38;30.23;496.00;62.00;131.00;18.40
BRISONr_158;QLB;B1;65.00;29.40;166.48;940.16;28.84;26.10;504.00;47.00;285.00;18.94
BRISONr_159;QLB;B1;63.00;24.46;240.32;1136.16;29.15;29.30;344.00;46.00;224.00;17.05
BRISONr_160;QLB;B1;58.00;12.34;28.32;757.04;31.62;7.23;180.00;56.00;269.00;16.98
BRISONr_161;QLB;B1;63.00;23.30;212.00;1206.08;28.78;24.67;388.00;64.00;204.00;19.65
BRISONr_162;QLB;B1;75.00;34.06;248.96;1392.08;31.50;27.03;536.00;53.00;269.00;17.70
BRISONr_163;QLB;B1;63.00;18.11;74.32;801.44;31.22;28.33;236.00;47.00;198.00;16.79
BRISONr_164;QLB;B1;72.00;34.61;262.72;1014.48;34.80;32.03;472.00;47.00;282.00;19.21
BRISONr_165;QLB;B1;68.00;29.56;241.68;936.40;26.83;32.30;400.00;63.00;177.00;17.88
BRISONr_166;QLB;B1;71.00;34.75;304.00;1302.40;28.49;30.50;464.00;44.00;242.00;17.23
BRISONr_167;QLB;B1;84.00;32.30;278.32;1283.20;33.14;31.60;432.00;60.00;222.00;18.82
BRISONr_168;QLB;B1;77.00;26.06;216.80;1100.40;32.14;31.90;416.00;49.00;358.00;17.96
BRISONr_169;QLB;B1;80.00;33.71;238.24;1037.60;26.51;26.93;460.00;50.00;128.00;18.62
BRISONr_170;QLB;B1;72.00;35.73;261.36;1019.44;20.81;20.43;772.00;65.00;158.00;17.31
BRISONr_171;QLB;B1;87.00;44.46;313.20;932.00;25.60;25.63;540.00;42.00;89.00;16.11
BRISONr_172;QLB;B1;95.00;23.50;210.56;1027.12;31.62;31.27;384.00;40.00;340.00;14.85
BRISONr_173;QLB;B1;68.00;24.47;151.28;1024.08;31.28;29.40;408.00;43.00;106.00;17.38
BRISONr_174;QLB;B1;91.00;24.03;184.48;1029.04;29.61;31.37;456.00;44.00;253.00;16.68
BRISONr_175;QLB;B1;87.00;29.00;284.88;1063.04;29.73;34.00;512.00;36.00;392.00;16.19
BRISONr_176;QLB;B1;93.00;40.24;266.80;1185.60;31.02;29.00;420.00;57.00;187.00;17.31
BRISONr_177;QLB;B1;60.00;43.24;339.12;1002.72;29.61;27.03;372.00;58.00;171.00;17.72
BRISONr_178;QLB;B1;56.00;40.82;357.52;1093.76;28.72;27.63;496.00;60.00;381.00;17.87
BRISONr_179;QLB;B1;60.00;39.27;266.24;1132.88;29.58;24.97;688.00;57.00;82.00;17.32
BRISONr_180;QLB;B1;65.00;51.83;373.04;1136.24;30.21;26.07;616.00;60.00;410.00;16.31
BRISONr_181;QLB;B1;74.00;49.35;335.60;1087.44;25.22;24.07;792.00;49.00;234.00;17.20
BRISONr_182;QLB;B1;65.00;39.74;376.64;1114.64;29.61;32.13;492.00;63.00;145.00;16.18
BRISONr_183;QLB;B1;60.00;46.77;388.48;1127.76;27.20;23.20;692.00;61.00;539.00;16.45
BRISONr_184;QLB;B1;83.00;34.42;249.04;1133.60;25.89;25.90;724.00;68.00;350.00;16.85
BRISONr_185;QLB;B1;63.00;45.50;336.16;978.40;26.75;27.00;564.00;54.00;280.00;16.40
BRISONr_186;QLB;B1;56.00;42.21;314.64;1038.16;25.60;24.03;488.00;46.00;119.00;16.62
BRISONr_187;QLB;B1;78.00;34.31;326.96;1169.44;19.32;19.77;704.00;53.00;292.00;16.22
BRISONr_188;QLB;B1;61.00;39.25;338.24;1145.68;27.20;26.13;500.00;57.00;298.00;17.76
BRISONr_189;QLB;B1;70.00;31.30;438.56;1388.08;26.86;26.07;632.00;51.00;487.00;15.27
BRISONr_190;QLB;B1;70.00;39.01;385.20;1040.80;30.25;28.90;484.00;40.00;184.00;15.08
BRISONr_191;QLB;B1;68.00;47.09;322.80;1093.20;25.17;24.97;520.00;50.00;161.00;16.10
BRISONr_192;QLB;B1;72.00;31.30;308.24;1030.72;24.68;25.87;584.00;50.00;180.00;16.82
BRISONr_193;QLB;B1;76.00;42.24;363.28;1374.40;27.41;24.33;776.00;53.00;68.00;18.48
BRISONr_194;QLB;B1;70.00;34.64;312.80;1005.68;26.46;29.97;564.00;58.00;248.00;16.82
BRISONr_195;QLB;B1;66.00;37.59;282.56;1127.84;30.56;32.63;520.00;62.00;120.00;18.35
BRISONr_196;QLB;B1;68.00;28.63;181.76;804.40;28.87;34.27;428.00;61.00;180.00;14.66
BRISONr_197;QLB;B1;69.00;30.85;315.60;1145.36;33.94;34.83;496.00;63.00;207.00;16.88
BRISONr_198;QLB;B1;72.00;36.57;350.88;1150.00;29.52;30.37;516.00;43.00;62.00;17.24
BRISONr_199;QLB;B1;70.00;43.49;263.28;1036.16;21.82;22.30;448.00;58.00;144.00;15.96
BRISONr_200;QLB;B1;78.00;40.52;348.96;1090.48;29.21;27.80;592.00;54.00;260.00;16.02
BRISONr_201;QLB;B1;64.00;31.83;283.84;1128.16;26.92;27.10;412.00;41.00;144.00;17.49
BRISONr_202;QLB;B1;66.00;55.97;386.24;1094.80;34.49;34.57;472.00;57.00;111.00;16.34
BRISONr_203;QLB;B1;77.00;34.46;319.28;1190.24;32.08;32.87;500.00;67.00;443.00;17.56
BRISONr_204;QLB;B1;80.00;48.11;397.12;1344.08;27.43;24.77;784.00;55.00;213.00;17.50
BRISONr_205;QLB;B1;85.00;45.74;414.96;1340.48;23.65;23.60;464.00;52.00;188.00;16.00
BRISONr_206;QLB;B1;74.00;23.17;123.28;705.60;26.43;28.90;0.00;50.00;321.00;14.32
BRISONr_207;QLB;B1;66.00;48.82;400.80;1219.60;28.38;29.53;524.00;60.00;392.00;16.58
BRISONr_208;QLB;B1;75.00;46.62;359.44;1249.76;32.34;32.03;536.00;62.00;302.00;17.47
BRISONr_209;QLB;B1;83.00;40.14;353.20;1137.52;24.11;25.27;672.00;59.00;348.00;16.25
BRISONr_210;QLB;B1;82.00;30.33;275.44;999.60;37.95;43.83;440.00;60.00;166.00;16.12
BRISONr_211;QLB;B1;82.00;41.09;360.88;1154.80;24.11;24.83;544.00;57.00;153.00;16.68
BRISONr_212;QLB;B1;80.00;24.25;215.12;967.92;29.64;33.07;380.00;45.00;378.00;16.52
BRISONr_213;QLB;B1;69.00;44.16;344.80;1187.20;34.68;31.03;604.00;52.00;203.00;17.18
BRISONr_214;QLB;B1;64.00;46.06;355.52;1251.20;27.78;24.70;552.00;56.00;239.00;18.47
BRISONr_215;QLB;B1;72.00;51.08;458.72;1432.00;29.01;27.13;616.00;43.00;194.00;17.26
BRISONr_216;QLB;B1;74.00;54.53;366.16;1311.20;28.01;24.97;796.00;46.00;120.00;16.64
BRISONr_217;QLB;B1;71.00;46.99;342.16;1043.36;25.43;24.73;728.00;46.00;214.00;16.05
BRISONr_218;QLB;B1;80.00;49.22;431.84;1310.96;24.66;26.33;524.00;47.00;130.00;15.79
BRISONr_219;QLB;B1;64.00;33.07;207.84;942.96;20.21;18.77;652.00;61.00;157.00;18.05
BRISONr_220;QLB;B1;60.00;40.67;254.88;922.48;27.95;28.50;532.00;35.00;127.00;16.29
BRISONr_1;QLB;B2;79.00;54.24;421.04;1285.92;27.72;28.13;604.00;47.00;271.00;16.28
BRISONr_2;QLB;B2;71.00;31.80;276.16;862.00;26.20;27.17;408.00;49.00;81.00;16.63
BRISONr_3;QLB;B2;85.00;40.61;405.36;1427.28;33.97;36.57;432.00;67.00;262.00;18.99
BRISONr_4;QLB;B2;84.00;45.82;473.92;1516.64;22.82;23.93;476.00;43.00;89.00;17.66
BRISONr_5;QLB;B2;83.00;54.39;400.96;1236.32;29.24;29.73;528.00;49.00;376.00;17.15
BRISONr_6;QLB;B2;92.00;49.60;309.28;1011.04;28.70;30.33;528.00;56.00;347.00;15.78
BRISONr_7;QLB;B2;85.00;45.10;403.84;1248.72;26.51;26.73;468.00;42.00;148.00;15.74
BRISONr_8;QLB;B2;95.00;45.21;306.56;1054.16;30.25;27.93;428.00;33.00;103.00;15.81
BRISONr_9;QLB;B2;88.00;49.95;391.20;1160.72;29.07;33.10;472.00;55.00;434.00;15.74
BRISONr_10;QLB;B2;91.00;52.23;442.00;1250.80;27.15;29.87;548.00;54.00;349.00;16.02
BRISONr_11;QLB;B2;82.00;34.73;334.48;1052.96;26.98;30.23;0.00;49.00;308.00;13.44
BRISONr_12;QLB;B2;85.00;35.59;382.32;1392.08;33.65;35.97;412.00;58.00;327.00;16.70
BRISONr_13;QLB;B2;86.00;41.10;394.24;1416.80;21.96;26.03;572.00;54.00;125.00;18.06
BRISONr_14;QLB;B2;79.00;44.65;499.68;1583.28;28.32;31.87;420.00;38.00;297.00;16.80
BRISONr_15;QLB;B2;85.00;40.26;351.28;1359.52;28.18;30.60;488.00;48.00;214.00;16.32
BRISONr_16;QLB;B2;87.00;43.32;459.12;1236.80;29.70;36.60;476.00;38.00;260.00;16.35
BRISONr_17;QLB;B2;90.00;48.11;496.80;1620.32;27.63;29.73;572.00;47.00;247.00;17.11
BRISONr_18;QLB;B2;93.00;43.04;386.72;1372.48;29.01;28.97;468.00;47.00;242.00;15.65
BRISONr_19;QLB;B2;98.00;39.50;377.68;1434.24;28.53;27.13;524.00;55.00;305.00;17.64
BRISONr_20;QLB;B2;83.00;35.76;285.44;988.88;25.57;27.80;428.00;54.00;181.00;17.55
BRISONr_21;QLB;B2;93.00;48.20;369.28;1338.80;24.23;23.23;564.00;52.00;407.00;17.19
BRISONr_22;QLB;B2;92.00;41.15;339.84;1066.32;24.23;25.30;572.00;44.00;224.00;16.87
BRISONr_23;QLB;B2;98.00;52.53;429.92;1403.52;29.30;30.93;608.00;55.00;330.00;16.84
BRISONr_24;QLB;B2;84.00;42.69;383.60;1100.96;26.17;27.97;484.00;56.00;183.00;17.15
BRISONr_25;QLB;B2;98.00;62.21;544.96;1540.80;35.92;36.77;404.00;54.00;285.00;16.43
BRISONr_26;QLB;B2;103.00;44.60;413.28;1154.00;32.02;35.07;368.00;53.00;342.00;17.24
BRISONr_27;QLB;B2;91.00;39.10;399.92;1354.64;27.35;30.30;452.00;39.00;220.00;17.91
BRISONr_28;QLB;B2;75.00;27.21;341.60;1245.20;23.74;24.93;368.00;36.00;62.00;17.11
BRISONr_29;QLB;B2;93.00;54.90;359.92;1176.24;30.25;29.63;392.00;48.00;65.00;16.90
BRISONr_30;QLB;B2;81.00;35.21;311.76;1052.40;27.95;29.50;424.00;56.00;226.00;16.90
BRISONr_31;QLB;B2;89.00;45.57;392.88;1291.12;28.96;30.37;596.00;49.00;237.00;16.07
BRISONr_32;QLB;B2;90.00;46.74;360.48;1178.72;30.96;28.47;504.00;51.00;144.00;16.51
BRISONr_33;QLB;B2;88.00;44.16;372.72;1171.12;29.76;27.67;504.00;34.00;92.00;16.50
BRISONr_34;QLB;B2;90.00;33.88;335.84;1342.40;27.69;32.20;440.00;61.00;345.00;18.18
BRISONr_35;QLB;B2;85.00;52.41;390.08;1017.60;33.43;32.90;412.00;55.00;157.00;15.71
BRISONr_36;QLB;B2;84.00;44.53;350.88;1088.96;26.40;30.57;536.00;52.00;289.00;16.50
BRISONr_37;QLB;B2;95.00;33.94;344.56;1215.76;23.05;25.47;556.00;59.00;434.00;19.45
BRISONr_38;QLB;B2;95.00;39.94;300.32;902.96;29.50;28.60;380.00;56.00;344.00;16.89
BRISONr_39;QLB;B2;88.00;42.78;361.76;1177.28;30.93;30.07;464.00;51.00;477.00;16.78
BRISONr_40;QLB;B2;92.00;34.48;286.88;1040.32;30.59;30.40;436.00;47.00;133.00;15.93
BRISONr_41;QLB;B2;88.00;46.44;359.92;1297.60;24.28;25.07;604.00;55.00;149.00;17.48
BRISONr_42;QLB;B2;93.00;52.80;416.64;1224.40;26.77;28.47;532.00;41.00;93.00;15.74
BRISONr_43;QLB;B2;91.00;41.37;317.36;1150.16;28.92;26.90;488.00;39.00;314.00;17.25
BRISONr_44;QLB;B2;92.00;58.10;426.56;1303.52;29.39;30.03;580.00;45.00;315.00;16.78
BRISONr_45;QLB;B2;98.00;52.07;430.32;1437.04;31.79;36.13;492.00;49.00;240.00;16.76
BRISONr_46;QLB;B2;83.00;41.75;268.00;968.48;31.36;28.73;564.00;46.00;239.00;16.96
BRISONr_47;QLB;B2;89.00;52.29;370.16;1221.20;27.15;25.87;532.00;52.00;457.00;16.51
BRISONr_48;QLB;B2;93.00;49.03;314.56;1152.00;30.68;29.13;412.00;49.00;234.00;17.01
BRISONr_49;QLB;B2;94.00;47.79;368.16;1314.48;24.97;23.23;612.00;58.00;372.00;17.48
BRISONr_50;QLB;B2;102.00;48.04;359.28;1363.76;29.35;29.30;488.00;59.00;284.00;17.34
BRISONr_51;QLB;B2;98.00;44.53;220.80;874.00;32.57;29.90;484.00;48.00;97.00;16.34
BRISONr_52;QLB;B2;98.00;46.46;416.88;1434.24;24.02;24.37;496.00;55.00;484.00;17.10
BRISONr_53;QLB;B2;86.00;50.27;446.96;1454.40;28.21;30.43;568.00;58.00;103.00;16.13
BRISONr_54;QLB;B2;93.00;40.90;318.64;997.12;32.22;28.17;460.00;49.00;294.00;16.12
BRISONr_55;QLB;B2;100.00;48.98;307.20;1246.80;26.51;23.67;560.00;54.00;308.00;16.85
BRISONr_56;QLB;B2;94.00;40.73;232.88;965.68;25.14;26.03;456.00;59.00;171.00;17.70
BRISONr_57;QLB;B2;94.00;41.99;352.48;1357.12;25.91;28.33;472.00;56.00;433.00;16.81
BRISONr_58;QLB;B2;91.00;40.59;422.96;1457.76;31.22;32.03;376.00;48.00;299.00;12.75
BRISONr_59;QLB;B2;89.00;39.30;274.56;1104.08;24.85;25.13;500.00;51.00;405.00;12.14
BRISONr_60;QLB;B2;94.00;54.49;438.24;1348.00;29.47;30.57;524.00;61.00;241.00;17.13
BRISONr_61;QLB;B2;87.00;54.20;516.72;1453.36;27.12;30.60;456.00;54.00;238.00;16.33
BRISONr_62;QLB;B2;95.00;49.11;442.96;1443.52;27.03;29.20;456.00;48.00;243.00;16.97
BRISONr_63;QLB;B2;82.00;39.36;308.00;1012.16;32.45;32.17;300.00;51.00;220.00;15.98
BRISONr_64;QLB;B2;99.00;39.36;248.88;944.56;31.71;31.50;404.00;54.00;332.00;15.81
BRISONr_65;QLB;B2;90.00;44.01;417.44;1544.08;29.90;28.07;464.00;48.00;240.00;17.98
BRISONr_66;QLB;B2;99.00;39.34;327.36;1255.28;28.12;28.17;484.00;61.00;311.00;17.17
BRISONr_67;QLB;B2;102.00;48.61;334.40;1131.04;25.60;28.23;468.00;42.00;126.00;16.57
BRISONr_68;QLB;B2;93.00;46.88;413.04;1449.52;24.77;25.93;652.00;48.00;201.00;17.85
BRISONr_69;QLB;B2;103.00;47.03;349.68;1154.96;30.56;30.57;484.00;37.00;135.00;17.03
BRISONr_70;QLB;B2;97.00;44.96;337.68;1081.44;28.55;28.30;448.00;59.00;434.00;17.58
BRISONr_71;QLB;B2;96.00;53.64;325.36;1123.28;31.62;35.23;508.00;51.00;281.00;15.57
BRISONr_72;QLB;B2;101.00;55.29;430.32;1373.60;23.19;24.77;564.00;53.00;162.00;16.58
BRISONr_73;QLB;B2;89.00;33.07;324.88;1202.32;28.18;27.90;500.00;46.00;280.00;15.81
BRISONr_74;QLB;B2;92.00;34.31;389.04;1303.04;26.00;26.77;524.00;51.00;377.00;17.03
BRISONr_75;QLB;B2;102.00;55.50;433.92;1467.68;25.60;25.67;592.00;57.00;250.00;17.41
BRISONr_76;QLB;B2;100.00;46.46;370.48;1260.64;29.24;38.30;452.00;55.00;430.00;16.49
BRISONr_77;QLB;B2;113.00;54.09;455.52;1404.64;32.16;33.10;432.00;53.00;303.00;15.50
BRISONr_78;QLB;B2;91.00;28.47;180.56;876.08;29.15;37.93;336.00;61.00;165.00;18.06
BRISONr_79;QLB;B2;102.00;41.28;335.36;1094.48;29.82;29.87;408.00;50.00;296.00;17.01
BRISONr_80;QLB;B2;93.00;49.67;412.64;1430.08;32.36;32.00;512.00;38.00;248.00;16.14
BRISONr_81;QLB;B2;98.00;47.80;283.12;991.52;32.79;32.70;448.00;47.00;145.00;17.11
BRISONr_82;QLB;B2;87.00;40.26;376.96;1352.72;23.76;28.23;376.00;58.00;373.00;17.99
BRISONr_83;QLB;B2;99.00;49.23;450.08;1358.24;34.17;35.47;420.00;54.00;212.00;15.75
BRISONr_84;QLB;B2;92.00;37.45;331.76;1205.04;29.52;32.10;420.00;39.00;198.00;16.70
BRISONr_85;QLB;B2;98.00;43.84;301.92;1229.68;26.29;24.70;528.00;54.00;62.00;18.06
BRISONr_86;QLB;B2;99.00;41.62;266.16;1012.72;29.30;28.10;348.00;35.00;63.00;16.16
BRISONr_87;QLB;B2;88.00;45.62;376.72;1375.68;29.04;30.30;368.00;38.00;266.00;16.84
BRISONr_88;QLB;B2;99.00;47.05;344.88;1290.96;26.63;25.50;672.00;58.00;413.00;17.60
BRISONr_89;QLB;B2;92.00;35.36;310.56;962.24;30.01;33.47;484.00;36.00;382.00;17.36
BRISONr_90;QLB;B2;94.00;41.76;331.92;1063.04;28.27;29.63;356.00;56.00;348.00;17.44
BRISONr_91;QLB;B2;96.00;52.22;457.44;1319.84;29.30;31.27;488.00;59.00;485.00;16.67
BRISONr_92;QLB;B2;84.00;42.70;338.88;1262.32;26.49;28.70;532.00;38.00;288.00;16.65
BRISONr_93;QLB;B2;97.00;40.58;343.12;1191.92;29.99;27.10;452.00;55.00;282.00;18.15
BRISONr_94;QLB;B2;84.00;18.45;200.56;943.52;23.39;25.50;244.00;39.00;231.00;17.07
BRISONr_95;QLB;B2;96.00;46.80;376.48;1288.72;26.43;34.03;464.00;52.00;180.00;16.61
BRISONr_96;QLB;B2;103.00;42.99;385.20;1264.32;27.89;30.87;488.00;52.00;235.00;17.50
BRISONr_97;QLB;B2;102.00;38.02;306.40;1106.56;32.10;34.07;356.00;39.00;159.00;16.47
BRISONr_98;QLB;B2;105.00;26.44;183.28;918.56;28.32;26.10;368.00;60.00;391.00;18.08
BRISONr_99;QLB;B2;94.00;33.07;336.32;1081.44;36.01;38.73;404.00;55.00;133.00;16.41
BRISONr_100;QLB;B2;95.00;38.11;295.12;939.60;27.98;27.47;416.00;58.00;294.00;17.43
BRISONr_101;QLB;B2;99.00;45.05;338.24;1284.16;31.99;30.80;504.00;61.00;227.00;18.64
BRISONr_102;QLB;B2;102.00;33.45;219.84;847.44;28.12;31.80;444.00;60.00;284.00;16.30
BRISONr_103;QLB;B2;101.00;41.98;284.56;996.40;26.51;23.80;504.00;61.00;86.00;17.72
BRISONr_104;QLB;B2;91.00;33.03;225.84;1055.44;24.40;28.43;372.00;64.00;196.00;17.82
BRISONr_105;QLB;B2;94.00;46.76;355.36;1287.28;29.04;27.80;536.00;54.00;275.00;16.64
BRISONr_106;QLB;B2;105.00;52.87;515.12;1436.48;33.77;38.30;476.00;34.00;152.00;15.33
BRISONr_107;QLB;B2;92.00;38.98;309.60;1007.52;34.46;35.80;380.00;50.00;287.00;16.37
BRISONr_108;QLB;B2;90.00;27.66;278.24;1201.76;30.36;33.67;408.00;40.00;108.00;16.83
BRISONr_109;QLB;B2;96.00;37.83;319.12;1221.76;28.58;28.90;448.00;63.00;344.00;18.24
BRISONr_110;QLB;B2;100.00;32.36;245.04;928.96;29.56;31.77;404.00;57.00;257.00;17.76
BRISONr_111;QLB;B2;86.00;37.04;287.20;1249.52;27.67;28.30;392.00;62.00;351.00;16.60
BRISONr_112;QLB;B2;100.00;34.84;226.96;944.24;33.86;32.73;388.00;59.00;410.00;16.90
BRISONr_113;QLB;B2;96.00;39.15;190.96;793.52;30.76;29.37;424.00;;456.00;17.02
BRISONr_114;QLB;B2;100.00;33.60;240.72;973.84;26.55;26.77;376.00;42.00;195.00;18.02
BRISONr_115;QLB;B2;105.00;50.93;389.84;1365.68;25.17;26.33;536.00;41.00;452.00;16.25
BRISONr_116;QLB;B2;104.00;53.90;365.28;1262.40;29.21;29.43;480.00;51.00;434.00;16.07
BRISONr_117;QLB;B2;102.00;33.30;287.12;1202.24;31.36;32.67;352.00;62.00;371.00;16.57
BRISONr_118;QLB;B2;102.00;47.69;428.96;1363.44;31.05;33.67;516.00;56.00;252.00;16.43
BRISONr_119;QLB;B2;107.00;43.31;363.52;1224.16;26.86;27.23;484.00;60.00;466.00;17.68
BRISONr_120;QLB;B2;105.00;29.21;179.68;880.32;29.58;26.63;356.00;54.00;175.00;17.37
BRISONr_121;QLB;B2;109.00;34.29;209.60;1054.40;30.33;29.53;488.00;62.00;236.00;17.90
BRISONr_122;QLB;B2;90.00;38.29;351.20;1143.84;28.41;31.27;460.00;57.00;276.00;18.48
BRISONr_123;QLB;B2;80.00;14.94;142.80;806.96;23.02;28.87;260.00;42.00;341.00;18.16
BRISONr_124;QLB;B2;107.00;38.63;303.36;1010.48;26.32;26.30;428.00;62.00;147.00;18.20
BRISONr_125;QLB;B2;93.00;36.60;192.24;778.56;24.71;26.47;432.00;58.00;172.00;18.03
BRISONr_126;QLB;B2;95.00;33.58;277.84;942.56;29.44;30.20;452.00;63.00;311.00;18.41
BRISONr_127;QLB;B2;111.00;32.09;244.64;814.96;27.89;31.30;364.00;52.00;256.00;17.84
BRISONr_128;QLB;B2;112.00;31.91;281.60;1066.40;31.76;33.80;408.00;37.00;336.00;16.38
BRISONr_129;QLB;B2;92.00;41.37;329.52;1160.56;24.40;24.07;504.00;61.00;342.00;18.16
BRISONr_130;QLB;B2;103.00;27.30;192.96;801.60;31.30;29.43;416.00;45.00;243.00;18.11
BRISONr_131;QLB;B2;109.00;23.84;202.96;896.96;30.87;29.33;360.00;47.00;190.00;18.07
BRISONr_132;QLB;B2;103.00;48.23;375.20;1294.88;24.23;24.20;484.00;54.00;343.00;17.81
BRISONr_133;QLB;B2;103.00;26.66;165.60;1089.92;23.59;26.23;432.00;70.00;267.00;18.67
BRISONr_134;QLB;B2;95.00;37.57;278.56;971.52;31.28;31.97;468.00;62.00;365.00;17.37
BRISONr_135;QLB;B2;104.00;31.48;209.92;1059.36;29.73;30.40;500.00;56.00;274.00;17.40
BRISONr_136;QLB;B2;103.00;43.78;345.76;1098.16;32.96;39.07;464.00;55.00;387.00;16.97
BRISONr_137;QLB;B2;104.00;33.01;289.60;1206.56;25.03;23.37;472.00;55.00;268.00;18.63
